air12,man,FALSE,1
air13,man,FALSE,1
air14,woman,TRUE,1
air16,man,FALSE,1
air19,woman,FALSE,1
air37,man,FALSE,1
air4,man,TRUE,1
air50,man,FALSE,1
air55,woman,TRUE,1
air84,man,TRUE,1
air85,man,FALSE,1
air90,man,TRUE,1
alaska100,woman,TRUE,1
alaska12,man,TRUE,1
alaska15,man,FALSE,1
alaska20,woman,FALSE,1
alaska31,man,FALSE,1
alaska45,woman,FALSE,1
alaska47,woman,TRUE,1
alaska50,man,FALSE,1
alaska6,man,TRUE,1
alaska64,woman,FALSE,1
alaska72,woman,FALSE,1
alaska82,man,FALSE,1
alaska91,woman,FALSE,1
alaska95,man,TRUE,1
beach10,man,TRUE,1
beach20,woman,TRUE,1
beach30,woman,FALSE,1
beach33,woman,FALSE,1
beach53,man,TRUE,1
beach71,woman,TRUE,1
beach79,man,FALSE,1
beach81,man,TRUE,1
beach88,man,TRUE,1
beach89,woman,FALSE,1
bike1,man,FALSE,1
bike11,woman,FALSE,1
bike17,man,FALSE,1
bike44,woman,FALSE,1
bike56,woman,TRUE,1
bike58,woman,TRUE,1
bike69,man,FALSE,1
bike90,woman,FALSE,1
blue15,woman,TRUE,1
blue23,man,FALSE,1
blue27,man,FALSE,1
blue4,man,FALSE,1
blue55,woman,TRUE,1
blue58,woman,TRUE,1
blue63,man,FALSE,1
blue75,woman,FALSE,1
blue83,woman,TRUE,1
blue9,man,TRUE,1
blue90,woman,FALSE,1
blue91,woman,FALSE,1
blue94,woman,TRUE,1
boat10,man,FALSE,1
boat11,man,TRUE,1
boat13,man,TRUE,1
boat32,woman,TRUE,1
boat38,man,FALSE,1
boat4,man,FALSE,1
boat45,woman,TRUE,1
boat55,woman,TRUE,1
boat70,man,FALSE,1
boat74,woman,TRUE,1
boat78,woman,FALSE,1
boat82,woman,TRUE,1
boat83,woman,FALSE,1
boat89,woman,FALSE,1
burger16,woman,TRUE,1
burger2,man,TRUE,1
burger36,woman,TRUE,1
burger45,woman,TRUE,1
burger52,man,TRUE,1
burger58,woman,TRUE,1
burger67,woman,TRUE,1
burger89,woman,FALSE,1
cake16,man,TRUE,1
cake18,man,TRUE,1
cake25,man,TRUE,1
cake35,woman,TRUE,1
cake4,woman,TRUE,1
cake48,man,FALSE,1
cake50,woman,FALSE,1
cake6,man,TRUE,1
cake84,woman,TRUE,1
cake90,man,TRUE,1
canal100,woman,FALSE,1
canal13,man,TRUE,1
canal17,man,FALSE,1
canal3,woman,FALSE,1
canal33,man,TRUE,1
canal39,man,TRUE,1
canal41,man,FALSE,1
canal48,man,FALSE,1
canal50,woman,TRUE,1
canal52,woman,TRUE,1
canal76,man,FALSE,1
canal83,woman,TRUE,1
canoe24,woman,FALSE,1
canoe31,man,TRUE,1
canoe33,woman,FALSE,1
canoe36,man,TRUE,1
canoe44,woman,TRUE,1
canoe63,man,TRUE,1
canoe68,woman,FALSE,1
canoe75,man,FALSE,1
canoe93,man,FALSE,1
canyon13,man,FALSE,1
canyon26,woman,TRUE,1
canyon32,man,TRUE,1
canyon46,man,FALSE,1
canyon49,woman,FALSE,1
canyon55,man,FALSE,1
canyon63,woman,TRUE,1
canyon69,woman,TRUE,1
canyon81,woman,FALSE,1
canyon90,man,FALSE,1
canyon93,man,TRUE,1
carrot1,woman,FALSE,1
carrot15,man,FALSE,1
carrot21,man,TRUE,1
carrot23,woman,TRUE,1
carrot50,woman,FALSE,1
carrot52,woman,FALSE,1
carrot57,man,TRUE,1
carrot66,woman,FALSE,1
carrot70,man,TRUE,1
carrot95,man,FALSE,1
carrot98,woman,FALSE,1
chicken18,woman,FALSE,1
chicken20,woman,TRUE,1
chicken25,woman,FALSE,1
chicken28,man,FALSE,1
chicken29,man,TRUE,1
chicken38,woman,FALSE,1
chicken4,man,FALSE,1
chicken45,man,FALSE,1
chicken54,woman,FALSE,1
chicken67,woman,FALSE,1
chicken68,woman,FALSE,1
chicken71,woman,TRUE,1
chicken98,man,FALSE,1
cliff10,woman,TRUE,1
cliff100,man,TRUE,1
cliff18,man,TRUE,1
cliff27,man,FALSE,1
cliff32,man,FALSE,1
cliff33,woman,TRUE,1
