air14,man,FALSE,1
air22,man,TRUE,1
air23,woman,TRUE,1
air27,woman,TRUE,1
air40,woman,FALSE,1
air42,woman,FALSE,1
air47,woman,FALSE,1
air55,man,FALSE,1
air67,woman,TRUE,1
air7,woman,FALSE,1
air79,woman,FALSE,1
air86,woman,TRUE,1
air88,woman,TRUE,1
air91,woman,TRUE,1
air94,woman,TRUE,1
air95,man,FALSE,1
air98,woman,TRUE,1
alaska16,woman,TRUE,1
alaska23,man,FALSE,1
alaska25,woman,FALSE,1
alaska36,woman,TRUE,1
alaska4,man,TRUE,1
alaska42,man,FALSE,1
alaska48,woman,FALSE,1
alaska53,woman,FALSE,1
alaska57,man,TRUE,1
alaska82,man,TRUE,1
alaska85,man,TRUE,1
alaska9,man,TRUE,1
alaska97,man,TRUE,1
alaska99,woman,TRUE,1
beach12,man,FALSE,1
beach18,woman,TRUE,1
beach2,man,TRUE,1
beach22,woman,FALSE,1
beach27,woman,FALSE,1
beach29,man,TRUE,1
beach42,man,FALSE,1
beach47,man,TRUE,1
beach62,woman,TRUE,1
beach73,man,FALSE,1
beach78,man,FALSE,1
beach79,woman,FALSE,1
beach85,man,FALSE,1
beach88,man,TRUE,1
beach89,woman,TRUE,1
beach9,man,TRUE,1
beach95,man,TRUE,1
beach98,woman,FALSE,1
bike11,man,FALSE,1
bike12,man,FALSE,1
bike15,man,FALSE,1
bike22,woman,TRUE,1
bike30,woman,TRUE,1
bike40,man,TRUE,1
bike49,man,TRUE,1
bike55,man,FALSE,1
bike60,woman,TRUE,1
bike61,man,FALSE,1
bike64,man,FALSE,1
bike65,man,FALSE,1
bike76,woman,TRUE,1
bike77,man,TRUE,1
bike82,woman,TRUE,1
bike92,woman,FALSE,1
bike93,man,TRUE,1
bike94,man,FALSE,1
blue1,woman,TRUE,1
blue15,woman,TRUE,1
blue28,woman,TRUE,1
blue41,man,TRUE,1
blue53,woman,TRUE,1
blue61,woman,FALSE,1
blue71,woman,FALSE,1
blue78,man,TRUE,1
blue8,woman,FALSE,1
blue83,woman,TRUE,1
blue99,woman,TRUE,1
boat1,woman,TRUE,1
boat25,woman,TRUE,1
boat39,woman,TRUE,1
boat4,man,TRUE,1
boat43,woman,FALSE,1
boat47,man,FALSE,1
boat50,man,FALSE,1
boat52,man,FALSE,1
boat56,man,TRUE,1
boat62,woman,FALSE,1
boat67,man,TRUE,1
boat70,man,TRUE,1
boat73,man,TRUE,1
boat78,woman,TRUE,1
boat94,man,FALSE,1
burger12,man,TRUE,1
burger18,man,FALSE,1
burger21,man,TRUE,1
burger23,woman,FALSE,1
burger26,woman,FALSE,1
burger30,man,TRUE,1
burger36,man,TRUE,1
burger46,woman,TRUE,1
burger54,woman,TRUE,1
burger59,woman,TRUE,1
burger61,woman,FALSE,1
burger62,man,FALSE,1
burger70,woman,FALSE,1
burger78,man,FALSE,1
burger88,man,TRUE,1
burger92,man,TRUE,1
burger96,woman,FALSE,1
burger97,man,TRUE,1
cake10,man,TRUE,1
cake15,woman,TRUE,1
cake20,woman,FALSE,1
cake22,man,TRUE,1
cake28,woman,TRUE,1
cake37,man,FALSE,1
cake39,woman,TRUE,1
cake45,woman,TRUE,1
cake51,woman,FALSE,1
cake62,woman,FALSE,1
cake64,woman,FALSE,1
cake66,man,FALSE,1
cake67,man,FALSE,1
cake74,woman,FALSE,1
cake9,man,FALSE,1
cake98,man,FALSE,1
canal10,woman,FALSE,1
canal12,man,FALSE,1
canal29,man,FALSE,1
canal3,man,TRUE,1
canal34,woman,TRUE,1
canal43,man,TRUE,1
canal45,man,TRUE,1
canal48,man,FALSE,1
canal49,woman,FALSE,1
canal50,man,TRUE,1
canal62,woman,FALSE,1
canal70,man,FALSE,1
canal71,woman,TRUE,1
canal78,woman,TRUE,1
canal8,man,FALSE,1
canal83,woman,TRUE,1
canal9,man,TRUE,1
canal97,man,FALSE,1
canal98,woman,TRUE,1
canal99,woman,FALSE,1
canoe39,man,TRUE,1
canoe43,woman,FALSE,1
canoe48,man,FALSE,1
canoe51,man,TRUE,1
canoe53,man,TRUE,1
canoe55,man,TRUE,1
canoe64,man,FALSE,1
canoe65,man,FALSE,1
canoe66,man,FALSE,1
canoe70,woman,TRUE,1
canoe71,man,TRUE,1
canoe73,man,FALSE,1
canoe80,man,TRUE,1
canoe84,man,TRUE,1
canoe87,man,FALSE,1
canoe91,woman,FALSE,1
canoe93,woman,TRUE,1
canoe95,woman,FALSE,1
canyon1,man,FALSE,1
canyon100,woman,TRUE,1
canyon11,woman,FALSE,1
canyon39,woman,TRUE,1
canyon52,woman,TRUE,1
canyon55,woman,FALSE,1
canyon58,man,FALSE,1
canyon66,man,FALSE,1
canyon68,woman,FALSE,1
canyon70,man,TRUE,1
canyon85,woman,FALSE,1
canyon88,man,FALSE,1
canyon9,man,FALSE,1
carrot1,woman,TRUE,1
carrot10,woman,TRUE,1
carrot13,woman,FALSE,1
carrot19,woman,FALSE,1
carrot21,man,TRUE,1
carrot23,woman,TRUE,1
carrot32,woman,FALSE,1
carrot37,man,FALSE,1
carrot52,man,TRUE,1
carrot53,woman,TRUE,1
carrot60,woman,FALSE,1
carrot73,man,FALSE,1
carrot74,man,TRUE,1
carrot76,man,FALSE,1
carrot79,man,TRUE,1
carrot85,woman,FALSE,1
carrot88,woman,FALSE,1
carrot93,woman,FALSE,1
carrot96,woman,TRUE,1
chicken10,man,FALSE,1
chicken40,woman,FALSE,1
chicken42,man,TRUE,1
chicken47,man,TRUE,1
chicken57,man,TRUE,1
chicken76,man,FALSE,1
chicken8,woman,TRUE,1
chicken81,woman,FALSE,1
chicken89,man,TRUE,1
chicken92,woman,TRUE,1
chicken93,man,TRUE,1
chicken94,woman,FALSE,1
chicken97,man,FALSE,1
chicken99,man,TRUE,1
cliff13,woman,TRUE,1
cliff25,man,FALSE,1
cliff27,man,TRUE,1
cliff39,man,TRUE,1
cliff41,woman,FALSE,1
cliff42,man,FALSE,1
cliff44,man,TRUE,1
cliff50,man,FALSE,1
cliff57,woman,FALSE,1
cliff65,man,TRUE,1
cliff68,man,FALSE,1
cliff76,man,FALSE,1
cliff83,woman,TRUE,1
cliff86,woman,TRUE,1
cliff88,woman,TRUE,1
cliff9,woman,FALSE,1
cliff98,man,FALSE,1
climb11,woman,FALSE,1
climb16,man,FALSE,1
climb17,woman,FALSE,1
climb20,woman,FALSE,1
climb25,man,TRUE,1
climb27,man,TRUE,1
climb28,man,FALSE,1
climb39,man,FALSE,1
climb4,woman,FALSE,1
climb43,man,FALSE,1
climb53,man,TRUE,1
climb57,man,TRUE,1
climb6,man,FALSE,1
climb60,woman,FALSE,1
climb63,man,TRUE,1
climb64,man,FALSE,1
climb69,man,FALSE,1
climb70,woman,TRUE,1
climb72,woman,FALSE,1
climb76,woman,FALSE,1
climb83,woman,TRUE,1
climb88,man,TRUE,1
climb89,man,TRUE,1
climb93,woman,TRUE,1
climb95,woman,TRUE,1
coffee10,woman,FALSE,1
coffee100,man,TRUE,1
coffee16,woman,TRUE,1
coffee18,woman,TRUE,1
coffee36,woman,TRUE,1
coffee4,woman,TRUE,1
coffee45,woman,TRUE,1
coffee5,man,FALSE,1
coffee57,woman,FALSE,1
coffee60,woman,FALSE,1
coffee71,man,TRUE,1
coffee75,woman,FALSE,1
coffee79,man,TRUE,1
coffee85,man,TRUE,1
coffee87,man,TRUE,1
coffee9,man,TRUE,1
coffee90,man,FALSE,1
coffee92,woman,FALSE,1
cookie11,man,TRUE,1
cookie13,man,FALSE,1
cookie16,woman,FALSE,1
cookie22,woman,FALSE,1
cookie27,woman,TRUE,1
cookie28,woman,TRUE,1
cookie29,man,TRUE,1
cookie30,man,TRUE,1
cookie41,man,TRUE,1
cookie44,man,TRUE,1
cookie53,man,FALSE,1
cookie79,man,TRUE,1
cookie80,woman,FALSE,1
cookie83,woman,TRUE,1
cookie84,woman,TRUE,1
cookie85,man,TRUE,1
dinner10,woman,FALSE,1
dinner14,woman,TRUE,1
dinner17,man,FALSE,1
dinner20,woman,FALSE,1
dinner22,woman,TRUE,1
dinner34,woman,FALSE,1
dinner4,woman,TRUE,1
dinner49,woman,FALSE,1
dinner5,woman,TRUE,1
dinner65,man,TRUE,1
dinner7,woman,FALSE,1
dinner71,woman,FALSE,1
dinner80,woman,FALSE,1
dinner84,woman,TRUE,1
dinner92,man,FALSE,1
dinner98,man,TRUE,1
dive100,woman,TRUE,1
dive12,man,TRUE,1
dive18,woman,TRUE,1
dive19,woman,FALSE,1
dive2,woman,TRUE,1
dive22,woman,FALSE,1
dive25,man,TRUE,1
dive26,woman,FALSE,1
dive41,woman,TRUE,1
dive44,man,TRUE,1
dive5,man,FALSE,1
dive53,man,TRUE,1
dive62,man,FALSE,1
dive63,man,TRUE,1
dive66,woman,FALSE,1
dive76,woman,FALSE,1
dive85,woman,FALSE,1
dive93,woman,FALSE,1
