"air14","05-25-2022 14:54:22","entered website","1"
"air14","05-25-2022 14:54:29","opened education section","1"
"air14","05-25-2022 14:54:34","clicked education_up button","1"
"air14","05-25-2022 14:54:41","opened work section","1"
"air14","05-25-2022 14:55:10","clicked work1_up button","1"
"air14","05-25-2022 14:55:17","clicked work2_up button","1"
"air14","05-25-2022 14:55:18","opened misc section","1"
"air14","05-25-2022 14:55:21","clicked misc_up button","1"
"air14","05-25-2022 14:56:32","opened education section","1"
"air22","06-10-2022 11:09:50","entered website","1"
"air22","06-10-2022 11:10:01","opened education section","1"
"air22","06-10-2022 11:10:03","clicked notes_up button","1"
"air22","06-10-2022 11:10:04","opened work section","1"
"air22","06-10-2022 11:10:10","clicked work2_q button","1"
"air22","06-10-2022 11:10:10","clicked work1_q button","1"
"air22","06-10-2022 11:10:11","opened misc section","1"
"air22","06-10-2022 11:10:13","clicked misc_up button","1"
"air23","06-06-2022 03:48:15","entered website","1"
"air23","06-06-2022 03:48:42","clicked misc_q button","1"
"air23","06-06-2022 03:48:19","clicked notes_up button","1"
"air23","06-06-2022 03:48:20","opened education section","1"
"air23","06-06-2022 03:48:22","clicked education_up button","1"
"air23","06-06-2022 03:48:23","opened work section","1"
"air23","06-06-2022 03:48:31","clicked work1_q button","1"
"air23","06-06-2022 03:48:34","clicked work2_q button","1"
"air23","06-06-2022 03:48:38","clicked work1_up button","1"
"air23","06-06-2022 03:48:39","opened misc section","1"
"air27","06-11-2022 23:05:56","entered website","1"
"air27","06-11-2022 23:06:45","opened work section","1"
"air27","06-11-2022 23:06:47","clicked notes_up button","1"
"air27","06-11-2022 23:06:21","opened education section","1"
"air27","06-11-2022 23:06:24","clicked education_up button","1"
"air27","06-11-2022 23:06:26","opened work section","1"
"air27","06-11-2022 23:06:36","clicked work2_up button","1"
"air27","06-11-2022 23:06:38","clicked work1_q button","1"
"air27","06-11-2022 23:06:38","opened misc section","1"
"air27","06-11-2022 23:06:42","clicked misc_up button","1"
"air27","06-11-2022 23:06:43","opened education section","1"
"air40","05-11-2022 16:26:52","entered website","1"
"air40","05-11-2022 16:27:32","closed work section","1"
"air40","05-11-2022 16:27:33","opened misc section","1"
"air40","05-11-2022 16:27:34","closed misc section","1"
"air40","05-11-2022 16:28:26","opened work section","1"
"air40","05-11-2022 16:28:33","closed work section","1"
"air40","05-11-2022 16:28:49","opened work section","1"
"air40","05-11-2022 16:28:50","closed work section","1"
"air40","05-11-2022 16:27:07","opened education section","1"
"air40","05-11-2022 16:27:09","closed education section","1"
"air40","05-11-2022 16:27:11","opened work section","1"
"air40","05-11-2022 16:27:19","closed work section","1"
"air40","05-11-2022 16:27:22","opened education section","1"
"air40","05-11-2022 16:27:23","clicked education_up button","1"
"air40","05-11-2022 16:27:24","closed education section","1"
"air40","05-11-2022 16:27:29","opened work section","1"
"air42","06-10-2022 08:11:59","entered website","1"
"air42","06-10-2022 08:13:16","opened work section","1"
"air42","06-10-2022 08:12:06","clicked notes_q button","1"
"air42","06-10-2022 08:12:07","opened education section","1"
"air42","06-10-2022 08:12:10","clicked education_up button","1"
"air42","06-10-2022 08:12:11","opened work section","1"
"air42","06-10-2022 08:12:17","clicked work1_up button","1"
"air42","06-10-2022 08:12:19","clicked work2_up button","1"
"air42","06-10-2022 08:12:21","opened misc section","1"
"air42","06-10-2022 08:12:23","clicked misc_q button","1"
"air47","05-19-2022 14:47:24","entered website","1"
"air47","05-19-2022 14:50:19","opened work section","1"
"air47","05-19-2022 14:51:18","opened misc section","1"
"air47","05-19-2022 14:47:36","clicked notes_up button","1"
"air47","05-19-2022 14:47:38","opened education section","1"
"air47","05-19-2022 14:47:43","clicked education_up button","1"
"air47","05-19-2022 14:47:44","opened work section","1"
"air47","05-19-2022 14:48:30","clicked work2_up button","1"
"air47","05-19-2022 14:48:31","clicked work1_up button","1"
"air47","05-19-2022 14:48:33","opened misc section","1"
"air47","05-19-2022 14:48:38","clicked misc_up button","1"
"air55","06-04-2022 13:52:01","entered website","1"
"air55","06-04-2022 13:52:06","clicked notes_up button","1"
"air55","06-04-2022 13:52:09","opened education section","1"
