6010d8a55ccbc64789fcbd03,APPROVED
5f48655c66186320c2077614,RETURNED
5d586fdc8200f50001f03a0e,APPROVED
5fa8aa822e22ef7809425df9,RETURNED
599ec7dc617ca80001fcd124,APPROVED
5de7f88b762dc2775b2265b8,APPROVED
5fd23ecda6599f06a53f4f62,APPROVED
611579e748178388d8a183e4,RETURNED
61003a57b29e11c1531ed75f,APPROVED
60c119b30aa5205b493541b6,APPROVED
56fb36ca34a0d3000b1a5701,APPROVED
5e916cb9e502b1498e8fc059,RETURNED
60c2670ee246bb9e550f9088,APPROVED
60bd28cc95ab27d4f4f6ada3,RETURNED
5f15ba922eed6a21fe83e78a,RETURNED
6277d57b5d42a3af3e0caa9e,APPROVED
5eb6df62c23fbf5e87db6b4b,APPROVED
5d4b1c73cfe6e90017ad8990,APPROVED
6111bb6c3442d79cd1483824,APPROVED
5f0a1a071bd6332cf8eb0ebd,APPROVED
5c37ecbfbef9a20001e3b0d9,APPROVED
5e27868c5cbbcc0b3599574b,APPROVED
589a84282a697d0001cfcfc1,APPROVED
5fdfb7d6e1442280fc095a66,RETURNED
610d6c481ca4797b863fe3d1,APPROVED
6272a2aa8913393f023d5f45,APPROVED
5ade0203066c510001d42abf,APPROVED
5b8588fdec7fa30001d6103b,RETURNED
5f2f03deec679e2cf4a992e6,APPROVED
5977e3867412f8000194e1fe,APPROVED
5dae16d241fbb6001160ce72,APPROVED
614e7ef6e98951c5af6fd9f7,APPROVED
606e4eb2a56685e5593304cd,APPROVED
5733464fbc6923000fcd2de1,APPROVED
55d35447da14d7000e95318f,RETURNED
5be2e7e491deed00015adcb0,APPROVED
5f14c3c615487c0d3771254c,APPROVED
5eb83f00de449a08d23547dd,RETURNED
608463432ad9e5774c98b317,APPROVED
5621cf44ed6e5a000bc7efd1,APPROVED
6272f2124c61474d78e12c09,APPROVED
5f712c16875f0375275c57d5,APPROVED
591d0f93529e9f0001ec6e20,REJECTED
5cd08e2ff59e0a0013563602,APPROVED
5e9746fb1eed951eed404015,APPROVED
62734ce38db73cd5bd81a36f,APPROVED
5c8676deddda2d00012ad386,APPROVED
627439e73b0f066c01b52365,APPROVED
