code,candidate,woman,parent
traffic96,2,Woman,Non-parent
traffic97,2,Man,Parent
tree20,2,Man,Non-parent
tree31,2,Man,Non-parent
tree32,2,Woman,Parent
tree35,2,Man,Parent
tree45,2,Woman,Parent
tree48,2,Woman,Non-parent
tree52,2,Man,Non-parent
tree58,2,Man,Parent
tree60,2,Woman,Parent
tree64,2,Woman,Non-parent
tree92,2,Man,Parent
tree96,2,Woman,Non-parent
tree97,2,Man,Parent
umbrella1,2,Woman,Non-parent
umbrella18,2,Man,Parent
umbrella22,2,Woman,Parent
umbrella31,2,Woman,Non-parent
umbrella42,2,Woman,Non-parent
umbrella45,2,Woman,Parent
umbrella51,2,Man,Non-parent
umbrella55,2,Man,Parent
umbrella6,2,Woman,Non-parent
umbrella60,2,Woman,Non-parent
umbrella71,2,Woman,Parent
umbrella73,2,Man,Parent
umbrella75,2,Woman,Non-parent
umbrella84,2,Man,Parent
umbrella86,2,Woman,Non-parent
umbrella92,2,Man,Parent
umbrella99,2,Woman,Parent
wake11,2,Man,Non-parent
wake17,2,Woman,Parent
wake28,2,Woman,Non-parent
wake38,2,Man,Parent
wake40,2,Man,Parent
wake52,2,Man,Parent
wake60,2,Man,Parent
wake64,2,Man,Non-parent
wake74,2,Woman,Non-parent
wake80,2,Woman,Non-parent
wake99,2,Man,Parent
walk26,2,Woman,Non-parent
walk49,2,Man,Non-parent
walk50,2,Man,Parent
walk61,2,Man,Non-parent
walk85,2,Woman,Parent
walk89,2,Man,Non-parent
waves10,2,Woman,Parent
waves12,2,Man,Parent
waves14,2,Man,Non-parent
waves37,2,Woman,Non-parent
waves38,2,Man,Non-parent
waves6,2,Man,Parent
waves63,2,Man,Non-parent
waves70,2,Man,Non-parent
waves91,2,Man,Parent
waves92,2,Woman,Non-parent
waves98,2,Woman,Parent
west24,2,Man,Parent
west58,2,Woman,Parent
west61,2,Woman,Non-parent
west95,2,Man,Non-parent
wind1,2,Woman,Parent
wind12,2,Woman,Non-parent
wind18,2,Woman,Parent
wind49,2,Woman,Non-parent
wind5,2,Woman,Parent
wind76,2,Woman,Non-parent
wind78,2,Woman,Parent
wind98,2,Man,Parent
yellow13,2,Woman,Parent
yellow46,2,Man,Non-parent
yellow47,2,Man,Parent
yellow54,2,Woman,Non-parent
yellow56,2,Man,Non-parent
yellow60,2,Man,Non-parent
yellow70,2,Woman,Non-parent
yellow72,2,Man,Parent
yellow89,2,Man,Parent
yellow97,2,Man,Parent
air13,3,Man,Parent
air14,3,Woman,Non-parent
air19,3,Woman,Parent
air37,3,Man,Parent
air4,3,Man,Non-parent
air50,3,Man,Parent
air55,3,Woman,Non-parent
air90,3,Man,Non-parent
alaska100,3,Woman,Non-parent
alaska15,3,Man,Parent
alaska20,3,Woman,Parent
alaska47,3,Woman,Non-parent
salad55,3,Woman,Parent
storm86,3,Woman,Non-parent
alaska6,3,Man,Non-parent
alaska72,3,Woman,Parent
alaska82,3,Man,Parent
alaska91,3,Woman,Parent
alaska95,3,Man,Non-parent
beach10,3,Man,Non-parent
beach20,3,Woman,Non-parent
beach33,3,Woman,Parent
beach71,3,Woman,Non-parent
beach79,3,Man,Parent
beach81,3,Man,Non-parent
bike1,3,Man,Parent
bike11,3,Woman,Parent
bike17,3,Man,Parent
bike44,3,Woman,Parent
bike56,3,Woman,Non-parent
bike58,3,Woman,Non-parent
bike69,3,Man,Parent
blue15,3,Woman,Non-parent
blue23,3,Man,Parent
blue27,3,Man,Parent
blue4,3,Man,Parent
blue94,3,Woman,Non-parent
boat13,3,Man,Non-parent
boat32,3,Woman,Non-parent
boat38,3,Man,Parent
boat4,3,Man,Parent
boat45,3,Woman,Non-parent
boat55,3,Woman,Non-parent
boat70,3,Man,Parent
boat82,3,Woman,Non-parent
boat89,3,Woman,Parent
burger2,3,Man,Non-parent
burger45,3,Woman,Non-parent
burger52,3,Man,Non-parent
burger58,3,Woman,Non-parent
burger67,3,Woman,Non-parent
cake18,3,Man,Non-parent
cake50,3,Woman,Parent
cake6,3,Man,Non-parent
canal13,3,Man,Non-parent
canal3,3,Woman,Parent
canal33,3,Man,Non-parent
canal39,3,Man,Non-parent
canal41,3,Man,Parent
canal48,3,Man,Parent
canal50,3,Woman,Non-parent
canal52,3,Woman,Non-parent
canal76,3,Man,Parent
canoe24,3,Woman,Parent
canoe31,3,Man,Non-parent
canoe33,3,Woman,Parent
canoe36,3,Man,Non-parent
canoe63,3,Man,Non-parent
canoe68,3,Woman,Parent
canoe93,3,Man,Parent
canyon32,3,Man,Non-parent
canyon46,3,Man,Parent
canyon49,3,Woman,Parent
canyon63,3,Woman,Non-parent
canyon81,3,Woman,Parent
carrot1,3,Woman,Parent
carrot50,3,Woman,Parent
carrot57,3,Man,Non-parent
carrot66,3,Woman,Parent
carrot95,3,Man,Parent
chicken18,3,Woman,Parent
chicken20,3,Man,Parent
chicken25,3,Woman,Parent
chicken29,3,Man,Non-parent
chicken38,3,Woman,Parent
chicken4,3,Man,Parent
chicken54,3,Woman,Parent
chicken68,3,Woman,Parent
chicken71,3,Woman,Non-parent
cliff10,3,Woman,Non-parent
cliff18,3,Man,Non-parent
cliff27,3,Man,Parent
cliff32,3,Man,Parent
cliff33,3,Woman,Non-parent
cliff49,3,Man,Parent
cliff51,3,Woman,Parent
cliff59,3,Man,Non-parent
cliff89,3,Man,Non-parent
cliff91,3,Man,Non-parent
cliff93,3,Man,Parent
cliff95,3,Man,Parent
climb33,3,Woman,Parent
climb45,3,Man,Non-parent
climb49,3,Man,Parent
climb89,3,Woman,Parent
coffee100,3,Woman,Non-parent
coffee27,3,Woman,Non-parent
coffee35,3,Man,Non-parent
coffee51,3,Woman,Parent
coffee52,3,Man,Parent
cookie12,3,Woman,Non-parent
cookie20,3,Woman,Non-parent
cookie46,3,Man,Non-parent
cookie6,3,Man,Non-parent
cookie64,3,Woman,Parent
cookie65,3,Woman,Non-parent
cookie97,3,Man,Parent
dinner34,3,Man,Non-parent
dinner41,3,Man,Non-parent
dive1,3,Man,Parent
dive14,3,Woman,Parent
dive25,3,Man,Non-parent
dive68,3,Man,Parent
dive79,3,Man,Parent
dive81,3,Woman,Non-parent
dive82,3,Man,Non-parent
drink17,3,Woman,Non-parent
drink51,3,Man,Parent
drink55,3,Woman,Non-parent
drink74,3,Woman,Non-parent
drink84,3,Woman,Parent
east47,3,Man,Parent
east50,3,Man,Non-parent
east62,3,Woman,Non-parent
east82,3,Man,Parent
east89,3,Man,Parent
east90,3,Man,Parent
eat28,3,Man,Non-parent
eat33,3,Man,Parent
eat34,3,Woman,Parent
eat37,3,Woman,Parent
eat5,3,Man,Non-parent
eat54,3,Man,Parent
eat58,3,Woman,Parent
eat72,3,Woman,Parent
eat98,3,Woman,Parent
eggs11,3,Man,Non-parent
eggs29,3,Woman,Non-parent
eggs36,3,Man,Parent
eggs45,3,Man,Non-parent
eggs7,3,Woman,Parent
eggs83,3,Woman,Parent
eggs85,3,Woman,Non-parent
eggs91,3,Man,Parent
fall10,3,Woman,Non-parent
fall100,3,Woman,Parent
fall19,3,Man,Non-parent
fall33,3,Woman,Non-parent
fall64,3,Woman,Non-parent
fall65,3,Man,Non-parent
fall85,3,Man,Non-parent
fall86,3,Man,Non-parent
fall91,3,Woman,Parent
fall95,3,Man,Parent
field12,3,Man,Non-parent
field2,3,Man,Non-parent
field3,3,Woman,Parent
field59,3,Man,Parent
field62,3,Woman,Parent
field74,3,Man,Parent
field89,3,Woman,Non-parent
field98,3,Woman,Parent
florida1,3,Woman,Parent
florida16,3,Woman,Parent
florida26,3,Man,Parent
florida30,3,Woman,Non-parent
florida40,3,Woman,Non-parent
florida48,3,Man,Non-parent
florida62,3,Man,Non-parent
florida66,3,Man,Non-parent
florida86,3,Woman,Non-parent
florida90,3,Man,Parent
gold12,3,Woman,Parent
gold19,3,Woman,Non-parent
gold35,3,Man,Non-parent
gold5,3,Woman,Non-parent
gold56,3,Man,Parent
gold89,3,Man,Non-parent
green1,3,Woman,Parent
green11,3,Woman,Non-parent
green18,3,Man,Parent
green27,3,Man,Non-parent
green31,3,Woman,Parent
green37,3,Man,Parent
green38,3,Woman,Parent
green47,3,Man,Non-parent
green82,3,Man,Non-parent
green85,3,Man,Parent
hike39,3,Woman,Parent
hike47,3,Man,Non-parent
hike61,3,Man,Parent
hike65,3,Man,Parent
hike70,3,Woman,Non-parent
hike73,3,Man,Parent
hike79,3,Woman,Parent
hike81,3,Woman,Parent
hike97,3,Man,Non-parent
hill41,3,Man,Parent
hill42,3,Woman,Non-parent
hill53,3,Man,Non-parent
hill55,3,Man,Non-parent
hill75,3,Man,Non-parent
hill94,3,Man,Non-parent
ice16,3,Man,Parent
ice60,3,Man,Parent
ice69,3,Woman,Parent
ice89,3,Man,Parent
idaho100,3,Man,Parent
idaho58,3,Woman,Non-parent
idaho68,3,Man,Non-parent
idaho84,3,Man,Parent
idaho9,3,Man,Non-parent
island100,3,Man,Non-parent
island16,3,Woman,Non-parent
island23,3,Man,Non-parent
island45,3,Woman,Non-parent
island62,3,Man,Non-parent
island76,3,Man,Parent
island88,3,Woman,Non-parent
island9,3,Man,Non-parent
island95,3,Woman,Parent
jump2,3,Woman,Parent
jump49,3,Man,Parent
jump60,3,Man,Non-parent
jump67,3,Man,Parent
jump9,3,Woman,Non-parent
lake62,3,Man,Non-parent
lake68,3,Man,Parent
lake69,3,Man,Non-parent
left10,3,Man,Parent
left18,3,Man,Non-parent
left22,3,Man,Parent
left29,3,Man,Parent
left31,3,Man,Parent
left61,3,Man,Parent
left68,3,Man,Non-parent
left8,3,Woman,Non-parent
left87,3,Man,Non-parent
left96,3,Woman,Parent
lunch17,3,Man,Parent
lunch40,3,Woman,Parent
lunch43,3,Woman,Non-parent
lunch87,3,Man,Non-parent
lunch89,3,Man,Non-parent
lunch9,3,Man,Non-parent
mountain27,3,Woman,Non-parent
mountain3,3,Woman,Non-parent
mountain45,3,Man,Non-parent
mountain46,3,Woman,Parent
mountain62,3,Woman,Parent
mountain73,3,Woman,Parent
mountain79,3,Man,Non-parent
north10,3,Woman,Non-parent
north13,3,Man,Parent
north31,3,Woman,Parent
north51,3,Woman,Parent
north58,3,Man,Non-parent
north77,3,Man,Non-parent
north78,3,Man,Parent
north80,3,Man,Non-parent
ocean14,3,Woman,Parent
ocean24,3,Woman,Parent
ocean35,3,Woman,Parent
ocean65,3,Woman,Parent
ocean70,3,Man,Parent
ocean77,3,Woman,Non-parent
ocean79,3,Man,Non-parent
ocean88,3,Man,Non-parent
ocean93,3,Woman,Parent
ohio36,3,Man,Parent
ohio40,3,Man,Parent
ohio42,3,Woman,Non-parent
ohio51,3,Man,Non-parent
ohio53,3,Man,Parent
ohio62,3,Man,Non-parent
olive19,3,Man,Parent
olive30,3,Man,Non-parent
olive48,3,Man,Parent
olive60,3,Man,Parent
olive8,3,Woman,Non-parent
olive93,3,Woman,Non-parent
orange3,3,Man,Parent
orange42,3,Woman,Parent
orange70,3,Man,Non-parent
orange77,3,Man,Parent
orange78,3,Man,Parent
orange8,3,Woman,Parent
orange92,3,Woman,Parent
orange99,3,Woman,Parent
pants14,3,Man,Non-parent
pants26,3,Woman,Parent
pants37,3,Woman,Parent
pants47,3,Man,Parent
pants6,3,Woman,Non-parent
pants7,3,Man,Non-parent
pants79,3,Man,Non-parent
pants9,3,Man,Parent
pants91,3,Man,Non-parent
park2,3,Woman,Non-parent
park4,3,Man,Non-parent
park54,3,Man,Non-parent
park65,3,Man,Non-parent
pen15,3,Woman,Parent
pen43,3,Man,Parent
pen45,3,Woman,Non-parent
pen67,3,Man,Non-parent
pen68,3,Woman,Non-parent
pen75,3,Woman,Non-parent
pen81,3,Woman,Parent
pen85,3,Man,Parent
pencil43,3,Woman,Parent
pencil45,3,Woman,Parent
pencil47,3,Man,Non-parent
pencil52,3,Man,Parent
pencil60,3,Woman,Parent
pencil7,3,Man,Parent
pencil71,3,Woman,Non-parent
pencil76,3,Woman,Parent
phone15,3,Man,Parent
phone34,3,Woman,Parent
phone35,3,Woman,Non-parent
phone55,3,Woman,Parent
phone63,3,Woman,Non-parent
phone69,3,Woman,Parent
phone71,3,Woman,Non-parent
phone79,3,Man,Parent
phone86,3,Man,Parent
pink28,3,Man,Parent
pink31,3,Man,Parent
pink33,3,Man,Parent
pink51,3,Woman,Non-parent
pink60,3,Woman,Non-parent
pink9,3,Woman,Non-parent
pink97,3,Man,Parent
pink98,3,Man,Parent
pizza13,3,Man,Non-parent
pizza39,3,Woman,Non-parent
pizza43,3,Woman,Parent
pizza91,3,Man,Parent
planet10,3,Woman,Non-parent
planet13,3,Woman,Non-parent
planet20,3,Woman,Parent
planet49,3,Woman,Parent
planet54,3,Woman,Parent
planet57,3,Woman,Parent
planet73,3,Woman,Non-parent
planet9,3,Man,Non-parent
plant30,3,Man,Non-parent
plant34,3,Woman,Parent
plant43,3,Man,Non-parent
plant77,3,Man,Parent
plant82,3,Man,Parent
pond12,3,Man,Non-parent
pond30,3,Woman,Non-parent
pond42,3,Man,Non-parent
pond95,3,Woman,Parent
purple5,3,Man,Non-parent
purple57,3,Man,Parent
purple69,3,Woman,Non-parent
purple73,3,Woman,Parent
purple89,3,Man,Non-parent
rain14,3,Woman,Parent
rain22,3,Woman,Non-parent
rain30,3,Man,Non-parent
rain59,3,Man,Parent
rain68,3,Woman,Non-parent
red1,3,Man,Non-parent
red10,3,Man,Parent
red19,3,Woman,Non-parent
red23,3,Woman,Non-parent
red29,3,Man,Parent
red32,3,Man,Parent
red39,3,Woman,Non-parent
red42,3,Woman,Non-parent
red62,3,Woman,Parent
red86,3,Woman,Parent
rice22,3,Man,Non-parent
rice23,3,Woman,Parent
rice36,3,Woman,Parent
rice46,3,Man,Parent
rice47,3,Woman,Non-parent
rice50,3,Man,Non-parent
rice55,3,Man,Non-parent
rice92,3,Woman,Parent
right13,3,Woman,Non-parent
right36,3,Man,Parent
right44,3,Woman,Non-parent
right61,3,Man,Parent
right68,3,Woman,Non-parent
right82,3,Woman,Parent
right85,3,Man,Parent
right89,3,Woman,Non-parent
river16,3,Woman,Non-parent
river23,3,Man,Parent
river43,3,Man,Parent
river52,3,Woman,Non-parent
river72,3,Man,Non-parent
river73,3,Man,Parent
river75,3,Man,Parent
road1,3,Man,Non-parent
road20,3,Woman,Parent
road24,3,Man,Non-parent
road36,3,Woman,Parent
road82,3,Man,Non-parent
road97,3,Woman,Parent
run16,3,Woman,Non-parent
run22,3,Woman,Parent
run23,3,Man,Parent
run26,3,Woman,Parent
run31,3,Man,Parent
run32,3,Woman,Non-parent
run46,3,Woman,Parent
run47,3,Woman,Non-parent
run56,3,Man,Parent
run76,3,Woman,Parent
run81,3,Woman,Parent
run85,3,Woman,Parent
run88,3,Man,Parent
salad17,3,Man,Parent
salad36,3,Man,Parent
salad44,3,Man,Parent
salad46,3,Woman,Non-parent
salad59,3,Woman,Parent
salad6,3,Woman,Parent
salad71,3,Man,Non-parent
salad73,3,Man,Parent
salad95,3,Woman,Parent
sand11,3,Woman,Parent
sand17,3,Man,Parent
sand31,3,Woman,Parent
sand38,3,Woman,Parent
sand42,3,Woman,Non-parent
sand50,3,Man,Non-parent
sand68,3,Woman,Non-parent
sand72,3,Man,Parent
sand73,3,Man,Non-parent
sand76,3,Woman,Parent
shell52,3,Man,Non-parent
shell70,3,Man,Non-parent
shell77,3,Man,Parent
shell85,3,Woman,Non-parent
shell9,3,Man,Non-parent
shell99,3,Woman,Non-parent
shirt17,3,Woman,Parent
shirt32,3,Woman,Parent
shirt50,3,Woman,Parent
shirt53,3,Man,Non-parent
shirt54,3,Woman,Parent
shirt69,3,Man,Parent
shirt70,3,Woman,Parent
shirt94,3,Woman,Parent
silver40,3,Man,Parent
silver56,3,Man,Non-parent
silver97,3,Woman,Parent
sleep11,3,Woman,Non-parent
sleep19,3,Woman,Parent
sleep70,3,Woman,Parent
sleep74,3,Woman,Non-parent
sleep88,3,Man,Parent
sleep97,3,Woman,Non-parent
smoke14,3,Man,Parent
smoke16,3,Man,Non-parent
smoke19,3,Woman,Non-parent
smoke47,3,Woman,Non-parent
smoke58,3,Man,Non-parent
smoke69,3,Woman,Non-parent
smoke73,3,Man,Non-parent
smoke79,3,Woman,Non-parent
smoke84,3,Woman,Parent
smoke91,3,Woman,Parent
smoke93,3,Man,Parent
smoke98,3,Man,Parent
snack14,3,Man,Parent
snack17,3,Man,Parent
snack35,3,Woman,Parent
snack39,3,Woman,Non-parent
snack44,3,Man,Non-parent
snack88,3,Man,Parent
snow10,3,Woman,Non-parent
snow28,3,Man,Non-parent
snow30,3,Woman,Parent
snow41,3,Man,Non-parent
snow81,3,Man,Non-parent
snow87,3,Man,Non-parent
snow89,3,Woman,Parent
snow91,3,Woman,Parent
snow98,3,Woman,Non-parent
soda15,3,Man,Parent
soda30,3,Man,Non-parent
soda51,3,Man,Parent
soda60,3,Woman,Parent
soda7,3,Woman,Non-parent
soda75,3,Woman,Non-parent
soda78,3,Man,Non-parent
soda82,3,Woman,Parent
soda95,3,Man,Parent
soup29,3,Man,Parent
soup3,3,Woman,Parent
soup43,3,Woman,Non-parent
soup46,3,Man,Non-parent
soup49,3,Woman,Non-parent
soup56,3,Man,Non-parent
soup75,3,Woman,Non-parent
soup91,3,Man,Non-parent
south13,3,Woman,Parent
south25,3,Man,Non-parent
south33,3,Man,Parent
south4,3,Woman,Parent
south56,3,Woman,Parent
south84,3,Woman,Parent
south85,3,Man,Parent
south97,3,Man,Parent
storm15,3,Man,Non-parent
storm25,3,Woman,Non-parent
storm28,3,Woman,Parent
storm31,3,Man,Non-parent
storm63,3,Woman,Parent
storm66,3,Man,Parent
stream33,3,Man,Parent
stream34,3,Woman,Non-parent
stream49,3,Man,Non-parent
stream53,3,Man,Non-parent
stream64,3,Man,Parent
stream69,3,Woman,Parent
stream77,3,Woman,Non-parent
stream8,3,Woman,Parent
stream9,3,Woman,Parent
street40,3,Woman,Parent
street64,3,Woman,Non-parent
street83,3,Man,Parent
street9,3,Man,Non-parent
surf24,3,Man,Non-parent
surf44,3,Man,Parent
surf6,3,Man,Parent
surf63,3,Man,Parent
surf70,3,Man,Non-parent
surf82,3,Woman,Non-parent
surf94,3,Woman,Non-parent
swim23,3,Woman,Parent
swim3,3,Man,Non-parent
swim31,3,Woman,Non-parent
swim44,3,Man,Parent
tea100,3,Woman,Parent
tea25,3,Man,Non-parent
tea33,3,Woman,Parent
tea35,3,Woman,Parent
tea36,3,Woman,Non-parent
tea42,3,Man,Parent
tea59,3,Man,Non-parent
tea61,3,Woman,Parent
tea63,3,Man,Parent
tea78,3,Woman,Non-parent
tea89,3,Man,Parent
tea93,3,Man,Non-parent
thunder10,3,Woman,Parent
thunder18,3,Woman,Parent
thunder19,3,Woman,Non-parent
thunder2,3,Woman,Non-parent
thunder20,3,Woman,Non-parent
thunder28,3,Woman,Parent
thunder30,3,Man,Non-parent
thunder42,3,Man,Non-parent
thunder45,3,Man,Parent
thunder48,3,Man,Non-parent
thunder49,3,Woman,Parent
thunder6,3,Man,Parent
thunder60,3,Woman,Parent
thunder74,3,Man,Non-parent
thunder81,3,Man,Non-parent
tire18,3,Woman,Non-parent
tire30,3,Woman,Parent
tire60,3,Man,Parent
tire71,3,Woman,Parent
tire79,3,Woman,Non-parent
tire8,3,Woman,Parent
tire80,3,Woman,Parent
tire85,3,Woman,Non-parent
traffic11,3,Woman,Non-parent
traffic14,3,Woman,Non-parent
traffic15,3,Woman,Parent
traffic17,3,Man,Non-parent
traffic63,3,Woman,Non-parent
traffic7,3,Man,Non-parent
traffic96,3,Woman,Parent
tree20,3,Man,Parent
tree31,3,Man,Parent
tree32,3,Woman,Non-parent
tree45,3,Woman,Non-parent
tree58,3,Man,Non-parent
tree64,3,Woman,Parent
tree96,3,Woman,Parent
umbrella1,3,Woman,Parent
umbrella22,3,Woman,Non-parent
umbrella42,3,Woman,Parent
umbrella45,3,Woman,Non-parent
umbrella51,3,Man,Parent
umbrella60,3,Woman,Parent
umbrella71,3,Woman,Non-parent
umbrella73,3,Man,Non-parent
umbrella92,3,Man,Non-parent
umbrella99,3,Woman,Non-parent
wake17,3,Woman,Non-parent
wake28,3,Woman,Parent
wake52,3,Man,Non-parent
wake60,3,Man,Non-parent
wake64,3,Man,Parent
wake74,3,Woman,Parent
wake80,3,Woman,Parent
wake99,3,Man,Non-parent
walk26,3,Woman,Parent
walk49,3,Man,Parent
walk50,3,Man,Non-parent
walk61,3,Man,Parent
walk85,3,Woman,Non-parent
waves10,3,Woman,Non-parent
waves12,3,Man,Non-parent
waves14,3,Man,Parent
waves6,3,Man,Non-parent
waves70,3,Man,Parent
waves91,3,Man,Non-parent
waves92,3,Woman,Parent
waves98,3,Woman,Non-parent
west24,3,Man,Non-parent
wind18,3,Woman,Non-parent
wind5,3,Woman,Non-parent
wind76,3,Woman,Parent
wind78,3,Woman,Non-parent
yellow13,3,Woman,Non-parent
yellow46,3,Man,Parent
yellow54,3,Woman,Parent
yellow60,3,Man,Parent
yellow72,3,Man,Non-parent
yellow89,3,Man,Non-parent
yellow97,3,Man,Non-parent
